521,521,'tech','',0,0
522,522,'tech','',0,0
523,523,'tech','',0,0
524,524,'tech','',0,0
06001, 06001, 'tech', '', 522,0
06002, 06002, 'tech', '', 522,0
06010, 06010, 'tech', '', 522,0
06011, 06011, 'tech', '', 521,0
06013, 06013, 'tech', '', 522,0
06016, 06016, 'tech', '', 522,0
06018, 06018, 'tech', '', 522,0
06019, 06019, 'tech', '', 522,0
06020, 06020, 'tech', '', 521,0
06021, 06021, 'tech', '', 521,0
06022, 06022, 'tech', '', 521,0
06023, 06023, 'tech', '', 522,0
06024, 06024, 'tech', '', 521,0
06025, 06025, 'tech', '', 521,0
06026, 06026, 'tech', '', 522,0
06027, 06027, 'tech', '', 522,0
06028, 06028, 'tech', '', 521,0
06029, 06029, 'tech', '', 522,0
06031, 06031, 'tech', '', 521,0
06032, 06032, 'tech', '', 522,0
06033, 06033, 'tech', '', 522,0
06034, 06034, 'tech', '', 521,0
06035, 06035, 'tech', '', 522,0
06037, 06037, 'tech', '', 522,0
06039, 06039, 'tech', '', 522,0
06040, 06040, 'tech', '', 522,0
06042, 06042, 'tech', '', 522,0
06043, 06043, 'tech', '', 522,0
06045, 06045, 'tech', '', 521,0
06050, 06050, 'tech', '', 521,0
06051, 06051, 'tech', '', 522,0
06052, 06052, 'tech', '', 522,0
06053, 06053, 'tech', '', 522,0
06057, 06057, 'tech', '', 522,0
06058, 06058, 'tech', '', 521,0
06059, 06059, 'tech', '', 521,0
06060, 06060, 'tech', '', 522,0
06061, 06061, 'tech', '', 521,0
06062, 06062, 'tech', '', 522,0
06063, 06063, 'tech', '', 521,0
06064, 06064, 'tech', '', 521,0
06065, 06065, 'tech', '', 521,0
06066, 06066, 'tech', '', 521,0
06067, 06067, 'tech', '', 522,0
06068, 06068, 'tech', '', 521,0
06069, 06069, 'tech', '', 522,0
06070, 06070, 'tech', '', 522,0
06071, 06071, 'tech', '', 522,0
06072, 06072, 'tech', '', 521,0
06073, 06073, 'tech', '', 522,0
06074, 06074, 'tech', '', 522,0
06075, 06075, 'tech', '', 521,0
06076, 06076, 'tech', '', 522,0
06077, 06077, 'tech', '', 521,0
06078, 06078, 'tech', '', 522,0
06079, 06079, 'tech', '', 521,0
06081, 06081, 'tech', '', 522,0
06082, 06082, 'tech', '', 522,0
06083, 06083, 'tech', '', 521,0
06084, 06084, 'tech', '', 522,0
06085, 06085, 'tech', '', 522,0
06088, 06088, 'tech', '', 522,0
06089, 06089, 'tech', '', 522,0
06090, 06090, 'tech', '', 521,0
06091, 06091, 'tech', '', 521,0
06092, 06092, 'tech', '', 522,0
06093, 06093, 'tech', '', 522,0
06094, 06094, 'tech', '', 521,0
06095, 06095, 'tech', '', 522,0
06096, 06096, 'tech', '', 522,0
06098, 06098, 'tech', '', 522,0
06101, 06101, 'tech', '', 521,0
06102, 06102, 'tech', '', 521,0
06103, 06103, 'tech', '', 522,0
06104, 06104, 'tech', '', 521,0
06105, 06105, 'tech', '', 522,0
06106, 06106, 'tech', '', 522,0
06107, 06107, 'tech', '', 522,0
06108, 06108, 'tech', '', 522,0
06109, 06109, 'tech', '', 522,0
06110, 06110, 'tech', '', 522,0
06111, 06111, 'tech', '', 522,0
06112, 06112, 'tech', '', 522,0
06114, 06114, 'tech', '', 522,0
06115, 06115, 'tech', '', 521,0
06117, 06117, 'tech', '', 522,0
06118, 06118, 'tech', '', 522,0
06119, 06119, 'tech', '', 522,0
06120, 06120, 'tech', '', 522,0
06123, 06123, 'tech', '', 521,0
06126, 06126, 'tech', '', 521,0
06127, 06127, 'tech', '', 521,0
06128, 06128, 'tech', '', 521,0
06129, 06129, 'tech', '', 521,0
06131, 06131, 'tech', '', 521,0
06132, 06132, 'tech', '', 521,0
06133, 06133, 'tech', '', 521,0
06134, 06134, 'tech', '', 521,0
06137, 06137, 'tech', '', 521,0
06138, 06138, 'tech', '', 521,0
06140, 06140, 'tech', '', 521,0
06141, 06141, 'tech', '', 521,0
06142, 06142, 'tech', '', 521,0
06143, 06143, 'tech', '', 521,0
06144, 06144, 'tech', '', 521,0
06145, 06145, 'tech', '', 521,0
06146, 06146, 'tech', '', 521,0
06147, 06147, 'tech', '', 521,0
06152, 06152, 'tech', '', 521,0
06226, 06226, 'tech', '', 522,0
06230, 06230, 'tech', '', 521,0
06231, 06231, 'tech', '', 521,0
06232, 06232, 'tech', '', 521,0
06233, 06233, 'tech', '', 521,0
06234, 06234, 'tech', '', 521,0
06235, 06235, 'tech', '', 521,0
06237, 06237, 'tech', '', 522,0
06238, 06238, 'tech', '', 522,0
06239, 06239, 'tech', '', 521,0
06241, 06241, 'tech', '', 521,0
06242, 06242, 'tech', '', 521,0
06243, 06243, 'tech', '', 521,0
06244, 06244, 'tech', '', 521,0
06246, 06246, 'tech', '', 521,0
06247, 06247, 'tech', '', 521,0
06248, 06248, 'tech', '', 521,0
06249, 06249, 'tech', '', 521,0
06250, 06250, 'tech', '', 521,0
06251, 06251, 'tech', '', 521,0
06254, 06254, 'tech', '', 521,0
06255, 06255, 'tech', '', 521,0
06256, 06256, 'tech', '', 521,0
06258, 06258, 'tech', '', 521,0
06259, 06259, 'tech', '', 521,0
06260, 06260, 'tech', '', 522,0
06262, 06262, 'tech', '', 521,0
06263, 06263, 'tech', '', 521,0
06264, 06264, 'tech', '', 521,0
06266, 06266, 'tech', '', 521,0
06267, 06267, 'tech', '', 521,0
06268, 06268, 'tech', '', 521,0
06269, 06269, 'tech', '', 521,0
06277, 06277, 'tech', '', 521,0
06278, 06278, 'tech', '', 521,0
06279, 06279, 'tech', '', 521,0
06280, 06280, 'tech', '', 521,0
06281, 06281, 'tech', '', 521,0
06282, 06282, 'tech', '', 521,0
06320, 06320, 'tech', '', 522,0
06330, 06330, 'tech', '', 522,0
06331, 06331, 'tech', '', 521,0
06332, 06332, 'tech', '', 521,0
06333, 06333, 'tech', '', 522,0
06334, 06334, 'tech', '', 522,0
06335, 06335, 'tech', '', 521,0
06336, 06336, 'tech', '', 521,0
06338, 06338, 'tech', '', 521,0
06339, 06339, 'tech', '', 522,0
06340, 06340, 'tech', '', 522,0
06349, 06349, 'tech', '', 521,0
06350, 06350, 'tech', '', 521,0
06351, 06351, 'tech', '', 521,0
06353, 06353, 'tech', '', 521,0
06354, 06354, 'tech', '', 522,0
06355, 06355, 'tech', '', 522,0
06357, 06357, 'tech', '', 522,0
